rg5425 2017 6 29 0 0 0.24425
rg5425 2017 6 29 0 1 0.24425
rg5425 2017 6 29 0 2 0.24425
rg5425 2017 6 29 0 3 0.24425
rg5425 2017 6 29 0 4 0.24425
rg5425 2017 6 29 0 5 0.24425
rg5425 2017 6 29 0 6 0.24425
rg5425 2017 6 29 0 7 0.24425
rg5425 2017 6 29 0 8 0.24425
rg5425 2017 6 29 0 9 0.24425
rg5425 2017 6 29 0 10 0.24425
rg5425 2017 6 29 0 11 0.24425
rg5425 2017 6 29 0 12 0.24425
rg5425 2017 6 29 0 13 0.24425
rg5425 2017 6 29 0 14 0.24425
rg5425 2017 6 29 0 15 0.38914
rg5425 2017 6 29 0 16 0.56164
rg5425 2017 6 29 0 17 0.73413
rg5425 2017 6 29 0 18 0.90662
rg5425 2017 6 29 0 19 1.07912
rg5425 2017 6 29 0 20 1.25161
rg5425 2017 6 29 0 21 1.4241
rg5425 2017 6 29 0 22 1.5966
rg5425 2017 6 29 0 23 1.76909
rg5425 2017 6 29 0 24 1.80359
rg5425 2017 6 29 0 25 1.63109
rg5425 2017 6 29 0 26 1.4586
rg5425 2017 6 29 0 27 1.28611
rg5425 2017 6 29 0 28 1.11362
rg5425 2017 6 29 0 29 0.94112
rg5425 2017 6 29 0 30 0.76863
rg5425 2017 6 29 0 31 0.59614
rg5425 2017 6 29 0 32 0.42364
rg5425 2017 6 29 0 33 0.25115
rg5425 2017 6 29 0 34 0.24425
rg5425 2017 6 29 0 35 0.24425
rg5425 2017 6 29 0 36 0.24425
rg5425 2017 6 29 0 37 0.24425
rg5425 2017 6 29 0 38 0.24425
rg5425 2017 6 29 0 39 0.24425
rg5425 2017 6 29 0 40 0.24425
rg5425 2017 6 29 0 41 0.24425
rg5425 2017 6 29 0 42 0.24425
rg5425 2017 6 29 0 43 0.24425
rg5425 2017 6 29 0 44 0.24425
rg5425 2017 6 29 0 45 0.24425
rg5425 2017 6 29 0 46 0.24425
rg5425 2017 6 29 0 47 0.24425
rg5425 2017 6 29 0 48 0.24425
rg5425 2017 6 29 0 49 0.24425
rg5425 2017 6 29 0 50 0.24425
rg5425 2017 6 29 0 51 0.24425
rg5425 2017 6 29 0 52 0.24425
rg5425 2017 6 29 0 53 0.24425
rg5425 2017 6 29 0 54 0.24425
rg5425 2017 6 29 0 55 0.24425
rg5425 2017 6 29 0 56 0.24425
rg5425 2017 6 29 0 57 0.24425
rg5425 2017 6 29 0 58 0.24425
rg5425 2017 6 29 0 59 0.24426
rg5427 2017 6 29 0 0 0.24425
rg5427 2017 6 29 0 1 0.24425
rg5427 2017 6 29 0 2 0.24425
rg5427 2017 6 29 0 3 0.24425
rg5427 2017 6 29 0 4 0.24425
rg5427 2017 6 29 0 5 0.24425
rg5427 2017 6 29 0 6 0.24425
rg5427 2017 6 29 0 7 0.24425
rg5427 2017 6 29 0 8 0.24425
rg5427 2017 6 29 0 9 0.24425
rg5427 2017 6 29 0 10 0.24425
rg5427 2017 6 29 0 11 0.24425
rg5427 2017 6 29 0 12 0.24425
rg5427 2017 6 29 0 13 0.24425
rg5427 2017 6 29 0 14 0.24425
rg5427 2017 6 29 0 15 0.38914
rg5427 2017 6 29 0 16 0.56164
rg5427 2017 6 29 0 17 0.73413
rg5427 2017 6 29 0 18 0.90662
rg5427 2017 6 29 0 19 1.07912
rg5427 2017 6 29 0 20 1.25161
rg5427 2017 6 29 0 21 1.4241
rg5427 2017 6 29 0 22 1.5966
rg5427 2017 6 29 0 23 1.76909
rg5427 2017 6 29 0 24 1.80359
rg5427 2017 6 29 0 25 1.63109
rg5427 2017 6 29 0 26 1.4586
rg5427 2017 6 29 0 27 1.28611
rg5427 2017 6 29 0 28 1.11362
rg5427 2017 6 29 0 29 0.94112
rg5427 2017 6 29 0 30 0.76863
rg5427 2017 6 29 0 31 0.59614
rg5427 2017 6 29 0 32 0.42364
rg5427 2017 6 29 0 33 0.25115
rg5427 2017 6 29 0 34 0.24425
rg5427 2017 6 29 0 35 0.24425
rg5427 2017 6 29 0 36 0.24425
rg5427 2017 6 29 0 37 0.24425
rg5427 2017 6 29 0 38 0.24425
rg5427 2017 6 29 0 39 0.24425
rg5427 2017 6 29 0 40 0.24425
rg5427 2017 6 29 0 41 0.24425
rg5427 2017 6 29 0 42 0.24425
rg5427 2017 6 29 0 43 0.24425
rg5427 2017 6 29 0 44 0.24425
rg5427 2017 6 29 0 45 0.24425
rg5427 2017 6 29 0 46 0.24425
rg5427 2017 6 29 0 47 0.24425
rg5427 2017 6 29 0 48 0.24425
rg5427 2017 6 29 0 49 0.24425
rg5427 2017 6 29 0 50 0.24425
rg5427 2017 6 29 0 51 0.24425
rg5427 2017 6 29 0 52 0.24425
rg5427 2017 6 29 0 53 0.24425
rg5427 2017 6 29 0 54 0.24425
rg5427 2017 6 29 0 55 0.24425
rg5427 2017 6 29 0 56 0.24425
rg5427 2017 6 29 0 57 0.24425
rg5427 2017 6 29 0 58 0.24425
rg5427 2017 6 29 0 59 0.24426
